comment_id,video_id,author_channel_id,author_handle,titulo_video,canal,categoria_video,texto_original,texto_limpio,puntaje_bruto,sentimiento,categoria_sentimiento,terminos_lexico,terminos_positivos,terminos_negativos,emojis_valorados,negaciones_aplicadas,texto_vacio,cobertura_lexica,comunidad_id
Ugy0LbKWrqUFhWPRoKN4AaABAg,n8iP75gIpmw,UCL1MT278vSaQ83ZDkVWn1gw,/@elmorodriguez6978,Qué rico come tu diputado,Quorum,News & Politics,"Que estos diputados no se rían y burlen del pueblo desnutrido y muriéndose de hambre. Llegará el momento y no será muy tarde para nosotros que los pusimos los tengamos que sacar de su caja de oro y cuando el pueblo se levante y los saque de su chiquero van a arrepentirse de lo mal de sus acciones. Así será para los miembros de la CC,MP,CONGRESO,CSJ,OJ y otros que han apañado las burlas al pueblo. 48 cantones también vendrán a salvar al pueblo. Estamos artos de tanta corrupción.",estos diputados rían burlen pueblo desnutrido muriéndose hambre llegará momento será tarde nosotros pusimos tengamos sacar caja oro pueblo levante saque chiquero van arrepentirse mal acciones así será miembros cc mp congreso csj oj otros apañado burlas pueblo cantones también vendrán salvar pueblo estamos artos tanta corrupción,-7.6,-0.891,negativo,3,,muriéndose | hambre | corrupción,,0,False,True,1
Ugy0LbKWrqUFhWPRoKN4AaABAg.A7epXgDRFjZA7f-Z-rKQOV,n8iP75gIpmw,UC8G5cJONY8L9voMyBW8Eoug,/@luisparedes-pw6qt,Qué rico come tu diputado,Quorum,News & Politics,Ni en su casa habían comido esas viandas. Son unos sinverguenzas,ni casa habían comido esas viandas sinverguenzas,-2.5,-0.5423,negativo,1,,sinverguenzas,,0,False,True,1
Ugy0dVAcWghuyCdAVS54AaABAg,n8iP75gIpmw,UC7VUuJr9cGh845CmTvf7TlQ,/@LuisCastillo-oz4df,Qué rico come tu diputado,Quorum,News & Politics,Está bien que se Arten asta ya no y los más pobres  muriendo de hambre pero si dices comes fuera de la hora es tu problema para que la  huesiaste pues,está arten asta más pobres muriendo hambre dices comes fuera hora problema huesiaste pues,-3.5,-0.6705,negativo,4,bien,muriendo | hambre | problema,,0,False,True,1
Ugy1neHHTJYO0umhgLt4AaABAg,n8iP75gIpmw,UCFhxtoeARHPnXXPcDrOU3Xg,/@diegoalejandrolopezmendez205,Qué rico come tu diputado,Quorum,News & Politics,"Yo trabajé en joya negra 
Sandra jovel también llega mucho 
Y el profe Luis Fernando tena",trabajé joya negra sandra jovel también llega mucho profe luis fernando tena,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
Ugy2FaeBadbmVJj7F714AaABAg,n8iP75gIpmw,UCAlzM_N6xBlMYmM8EBzX86Q,/@carlossoto3252,Qué rico come tu diputado,Quorum,News & Politics,"😂Que disculpe el diputado Rodas. Cuando uno decide trabajar o ser trabajador del Estado y ser un funcionario de ese nivel no hay horarios. Si no le gusta y no está contento que renuncié. Los diputados son unos abusivos y son mediocres. Tantos asesores, para que? Lo que dice éste diputado es estúpido. Su trabajo  debe ser para el pueblo. Y comparto la investigación respecto a esto. Estos diputados cómo corderitos asistieron a la orden de la Fiscal del MP.",disculpe diputado rodas decide trabajar trabajador estado funcionario nivel horarios gusta está contento renuncié diputados abusivos mediocres tantos asesores dice éste diputado estúpido trabajo debe pueblo comparto investigación respecto estos diputados cómo corderitos asistieron orden fiscal mp,0.89,0.224,positivo,2,comparto,gusta,😂,1,False,True,1
Ugy4JA9MR8l_gkTNgWh4AaABAg,j43HgwYFKfk,UClqA491Xa5fQcXcJJa-vTWw,/@AndresLemus-k2d,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"Ya saquen A Ese corrupto 
Y Es un montón de políticos corruptos que 
Andan allí en todas las instituciones 
Montón de corruptos",saquen corrupto montón políticos corruptos andan allí todas instituciones montón corruptos,-9.0,-0.9186,negativo,3,,corrupto | corruptos | corruptos,,0,False,True,1
Ugy4ex02KEXL5UFGjw14AaABAg,n8iP75gIpmw,UCHTGCgY2l-DQJIvlA_cpa_Q,/@virgiliogarcia3039,Qué rico come tu diputado,Quorum,News & Politics,Que trabajo hasen esos corruptos,trabajo hasen esos corruptos,-3.0,-0.6124,negativo,1,,corruptos,,0,False,True,1
Ugy4utoHlyokVSeSi5h4AaABAg,n8iP75gIpmw,UC3XTwHxygNCgjndsg-UiCQA,/@marioajset4283,Qué rico come tu diputado,Quorum,News & Politics,los niños guatemaltecos con Desnutrición crónica serán sus verdugos.,niños guatemaltecos desnutrición crónica serán verdugos,-2.0,-0.4588,negativo,1,,desnutrición,,0,False,True,1
Ugy4x4u9e1_xRoppaMF4AaABAg,6W4u8sGEnGM,UCvDwJBBY1mHK70aTEYl6rsA,/@cristianescobedo8296,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,"se espera que la obra se finalice en plazo de acuerdo a la programación del proyecto, de acuerdo a normas internacionales de construcción, que la contraloría audite  mes a mes y sobre todo que el proyecto no sea sobrevalorado o que tenga costos adicionales a lo ya pactado.",espera obra finalice plazo acuerdo programación proyecto acuerdo normas internacionales construcción contraloría audite mes mes proyecto sea sobrevalorado tenga costos adicionales pactado,2.0,0.4588,positivo,2,acuerdo | acuerdo,,,0,False,True,2
Ugy5j8gzaawBk-mw5et4AaABAg,n8iP75gIpmw,UCkd9W714-947dEE6ZOEBATA,/@ARGELIATELON,Qué rico come tu diputado,Quorum,News & Politics,Me pregunto si antes de ser diputados les alcanzaba su dinero para comer esos almuercitos y en esos lugares? Pero como don pueblo paga....vengase el almuercito. La historia ni él se la cree. O sea.... la 3a. parte de su salario para un almuerzo???,pregunto diputados alcanzaba dinero comer esos almuercitos esos lugares don pueblo paga vengase almuercito historia ni él cree sea 3a parte salario almuerzo,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
Ugy5lmf3RzzeJDUeqQd4AaABAg,ndAZjHqzzT8,UCbrtvygfRT6QXqWDNrOf-cA,/@Alejandro00710,Internet: escoger el menos malo,Quorum,News & Politics,"Eso sin mencionar el costo de sus servicios, la mala calidad del mismo, mientras no haya una ley de competencia nos van a seguir jodiendo, urge.",mencionar costo servicios mala calidad mismo mientras haya ley competencia van seguir jodiendo urge,-0.5,-0.128,negativo,2,calidad,mala,,0,False,True,3
Ugy6Qii72nfxIpYyuCR4AaABAg,6W4u8sGEnGM,UCV3fr-YOixFKCZBbJP1-X4w,/@albertoshernandez5251,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,TODO EL APOYO PARA EL PRESIDENTE BERNARDO AREVALO 👍🇬🇹👍,apoyo presidente bernardo arevalo,5.95,0.8381,positivo,1,apoyo,,👍👍,0,False,True,2
Ugy6isIL3n6cvYbJG-94AaABAg,JkpVO1hx2f8,UCWWkebAekppaL5b5CNlppuw,/@ninettmartinez425,10 Preguntas a un año del Paro Nacional,Quorum,News & Politics,Yo vi en  Semilla y Bernardo Arévalo  una oportunidad para que Guatemala saliera de la corrupción.,vi semilla bernardo arévalo oportunidad guatemala saliera corrupción,-3.0,-0.6124,negativo,1,,corrupción,,0,False,True,0
Ugy6y6DL1AgyNzNpfMZ4AaABAg,n8iP75gIpmw,UCjmPuazZJzscrwvk0QR9RVw,/@mynorrodas8591,Qué rico come tu diputado,Quorum,News & Politics,"😢que desgraciados estos sinvergüenzas porque no piden un almuerzo de Q30.00 no que  almuerzos  de millonarios  con la plata  del pueblo , si les gusta lo bueno que lo paguen con su dinero",desgraciados estos sinvergüenzas piden almuerzo q30 almuerzos millonarios plata pueblo gusta bueno paguen dinero,1.5,0.3612,positivo,2,gusta | bueno,,😢,0,False,True,1
Ugy7-QbaMzLjAO_vJMB4AaABAg,n8iP75gIpmw,UCipetjeiWj4CZB6EbyYziZg,/@OseasSamayoa-ol5rz,Qué rico come tu diputado,Quorum,News & Politics,Que paguen de su sueldo sus alimentos si el pueblo de la miseria que  las empresas nos pagan lo pagamos,paguen sueldo alimentos pueblo miseria empresas pagan pagamos,-2.0,-0.4588,negativo,1,,miseria,,0,False,True,1
Ugy7Dk5SDB_d3RFlHU94AaABAg,n8iP75gIpmw,UCh5ESQvtzyHDhCA7XyekCFA,/@andyB5280,Qué rico come tu diputado,Quorum,News & Politics,No quiere hablar de sus almuerzos se molesta . No le creo . que,quiere hablar almuerzos molesta creo,-1.5,-0.3612,negativo,1,,molesta,,0,False,True,1
Ugy7b0JTkHodE4sTU_54AaABAg,WIUZtitfLRw,UCZIQnb1fkwe39Iw2TAu-bGA,/@jorgegomez2237,Caminar en una ciudad hecha para carros,Quorum,News & Politics,"Como dijo pia, casi no existen banquetas, solo hay un pedazo donde se puede medio caminar... Y aun quiere que le demos gracias... #IneptoBran",dijo pia existen banquetas solo pedazo puede medio caminar aun quiere demos gracias ineptobran,2.0,0.4588,positivo,1,gracias,,,0,False,True,3
Ugy8csktFvR0eUZN4cp4AaABAg,n8iP75gIpmw,UCTP3O0rMnc8z8v8jaDQwL0w,/@RobertoZelaya-x1v,Qué rico come tu diputado,Quorum,News & Politics,Señor Nery Ramos una empresa trabaja con capital propio con dinero del dueño de la empresa que le costado ganarcelo  usted  con el dinero del pueblo o cree que el estado es su empresa trabaje esfuersece  trabajen para tener una empresa no se coman lo del pueblo,señor nery ramos empresa trabaja capital propio dinero dueño empresa costado ganarcelo usted dinero pueblo cree estado empresa trabaje esfuersece trabajen tener empresa coman pueblo,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgyAcWsNSqIPesdI3nF4AaABAg,n8iP75gIpmw,UCsUCN0Yq_UyTvKjOJLmNrnQ,/@moisesvaldez4043,Qué rico come tu diputado,Quorum,News & Politics,"para los Guatemaltecos mejor si no hacen nada, poque cuando los hacen es en contra del pueblo Guatemlateco",guatemaltecos mejor hacen nada poque hacen pueblo guatemlateco,1.5,0.3612,positivo,1,mejor,,,0,False,True,1
UgyB52GZe4-PXJ2TqYB4AaABAg,j43HgwYFKfk,UC3UVO7pTbeYvZ3ILEyRDskQ,/@rosaelenaargueta79,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,Así debe informarse al pueblo sobre esta red de mafiosos!,así debe informarse pueblo red mafiosos,-3.29,-0.6474,negativo,1,,mafiosos,,0,False,True,1
UgyBhR2qUXgMe2NJjRN4AaABAg,PjmxCj-a9Hg,UCuP4UK33HKtJE_S39ksmaTw,/@herbertaguilar1387,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,Con la corrupcion y narco gobierno de Morena en Mexico  Arevalo no deberia de hacer asociacion alguna . El pueblo de Mexico esta sufriendo .,corrupcion narco gobierno morena mexico arevalo deberia hacer asociacion alguna pueblo mexico sufriendo,-8.0,-0.9001,negativo,3,,corrupcion | narco | sufriendo,,0,False,True,2
UgyC45vItnUiq1QrUtd4AaABAg,PjmxCj-a9Hg,UClsrFGJKWPxxw7MiaEdKLXw,/@ericapaz5406,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,Señor presidente? Enfóquese  en el crimen que está destrozado al país y también al turismo aga uso de su poder para implementar leyes que combatan el crimen en general por favor  mire a su país vecino como un joven si pudo terminar con el crimen.,señor presidente enfóquese crimen está destrozado país también turismo aga uso poder implementar leyes combatan crimen general favor mire país vecino joven pudo terminar crimen,-7.5,-0.8885,negativo,3,,crimen | crimen | crimen,,0,False,True,2
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgvLAMzZ1A,PjmxCj-a9Hg,UCg3eIfd7BrsLEqS0BLkftHA,/@ErmeP%C3%A9rez-q4s,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,Ni te equivoques ni a terminado siguen siendo Salvatruchas y mareros.,ni equivoques ni terminado siguen siendo salvatruchas mareros,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgwtbYMM1u,PjmxCj-a9Hg,UCg3eIfd7BrsLEqS0BLkftHA,/@ErmeP%C3%A9rez-q4s,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,"Y los  que fueron hacer los pandilleros del salvador en antigua que, siguen haviendo maras en el salvador y eso es un país de maras",fueron hacer pandilleros salvador antigua siguen haviendo maras salvador país maras,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgx6SmnMen,PjmxCj-a9Hg,UCg3eIfd7BrsLEqS0BLkftHA,/@ErmeP%C3%A9rez-q4s,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,Y todo los que tienen tatuajes del salvador son pandilleros eso su dictador lo dijo. Así que no te venden humo 💨 todo lo que dicen del salvador.,tienen tatuajes salvador pandilleros dictador dijo así venden humo dicen salvador,-2.5,-0.5423,negativo,1,,dictador,,0,False,True,2
UgyC9HUMcvW-e_nFJK14AaABAg,06mFNPU0aB8,UCAxvOOHQk7dYPOajzFEVtbA,/@ruddydepaz322,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics,Así metan los al tambo con minifaldas allí no les ba a faltar la moronga.,así metan tambo minifaldas allí ba faltar moronga,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
UgyCFEFtEmhDbi91yCF4AaABAg,06mFNPU0aB8,UCq3mDTTRZnUybct5M9OSXbg,/@MacoMorales-i2i2d,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics,Destreza dise😅,destreza dise,1.0,0.25,positivo,0,,,😅,0,False,True,2
UgyCoulSuwV8jBnjbtN4AaABAg,n8iP75gIpmw,UCGzXwyCzMzGmjmCbH3Hg01Q,/@FidelZacarias-ph7dy,Qué rico come tu diputado,Quorum,News & Politics,Ése señor entrevistador pertenece al PACTO DE CORRUPTOS....ATACA LA TRANSPARENCIA Y DEFIENDE A LOS CORRUPTOS.,ése señor entrevistador pertenece pacto corruptos ataca transparencia defiende corruptos,-5.2,-0.802,negativo,3,transparencia,corruptos | corruptos,,0,False,True,1
UgyD5CIXnbXNiM-a4VF4AaABAg,6W4u8sGEnGM,UC0HvfEWozTHbwl_iEmJNvVA,/@OttoPalencia-b7r,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,Si el presidente ha sido un buen presidente pues hay que botar por el hay muchos que han hablado mal de él pero ellos no hacen nada por gustemala,presidente sido buen presidente pues botar muchos hablado mal él hacen nada gustemala,2.0,0.4588,positivo,1,buen,,,0,False,True,2
UgyE6hk1g9jR7zB67lV4AaABAg,6W4u8sGEnGM,UC14qlobYKqD-DO0j6b75lcA,/@megavision4488,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,seria bueno tambien hecharle mano a la ejecucion del puente  del rio la pasion que todoavia se esta utilizando ferry hay que hacer un puente rapido.,seria bueno hecharle mano ejecucion puente rio pasion todoavia utilizando ferry hacer puente rapido,2.0,0.4588,positivo,1,bueno,,,0,False,True,2
UgyEM7_iOGkWV0SbNuB4AaABAg,n8iP75gIpmw,UCiGRBf2RNF0WRKhRVT7zFoA,/@edwinavila4876,Qué rico come tu diputado,Quorum,News & Politics,"Lamentablemente en nuestro país sigue la misma sinverguenzada. Este diputado quiere tapar el sol con un dedo. Qué pasaría si un profesor quisiera que le pagaran su comida aparte de su sueldo porque le está enseñando a
 dibujar a un niño.",lamentablemente nuestro país sigue misma sinverguenzada diputado quiere tapar sol dedo qué pasaría profesor quisiera pagaran comida aparte sueldo está enseñando dibujar niño,-2.5,-0.5423,negativo,1,,sinverguenzada,,0,False,True,1
UgyFSrjeDvPsB0fKUdp4AaABAg,6W4u8sGEnGM,UCa36MjQLoPAmgJo-R3G8WQA,/@elsasalguero6914,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,Que Dios bendiga al gobierno de Guatemala,dios bendiga gobierno guatemala,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
UgyHHYcKhbzXr6xEjth4AaABAg,06mFNPU0aB8,UCjZgFEowMBrsjodqfovzdKw,/@franciscoflores3120,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics,Ay que  usarlos  como  mujeres,ay usarlos mujeres,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
UgyHIuxG8A2lYDRB6vh4AaABAg,6W4u8sGEnGM,UC3YpzAr7pcdKC7BVFEpYzog,/@carmenfigueroa1232,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,"Pues como no si a Guatemala desbancaron lo anteriores presidentes han barrido con todo 
Primero Dios puedan terminar este proyecto antes que entre otr@ ladron y después busquen culpables",pues guatemala desbancaron anteriores presidentes barrido primero dios puedan terminar proyecto otr ladron después busquen culpables,-3.0,-0.6124,negativo,1,,ladron,,0,False,True,2
UgyHIuxG8A2lYDRB6vh4AaABAg.A_zEyCTHfWFA_zWovudn2B,6W4u8sGEnGM,UCyJhqmMbsvjpoarBBStA2kg,/@Murmullodelbarrio,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,"Por eso mismo
No permítanos otro partido corrupto de los mismos de antes para salvar todo lo que hoy estamos mirando",mismo permítanos otro partido corrupto mismos salvar hoy estamos mirando,-3.0,-0.6124,negativo,1,,corrupto,,0,False,True,2
UgyHcSyWHx2SKCg6db14AaABAg,j43HgwYFKfk,UCQqlPPUGqAfWjd-FSh_qn7Q,/@estuardoargueta137,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"Esa universidad se debe privatizar, es la universidad mas cara de Guatemala por estudiante egresado, es una carga tributaria innecesaria.",universidad debe privatizar universidad cara guatemala estudiante egresado carga tributaria innecesaria,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgyIX1zx3bbc9DsK8VR4AaABAg,n8iP75gIpmw,UC8r11yOugM2NuRfitQOxLLg,/@cesaraugustomoralesmonroy6907,Qué rico come tu diputado,Quorum,News & Politics,"Qué tristeza que extranjeros que vinieron como policías a una institución internacional impuesta por la ""comunidad internacional"" supuestamente para combatir la impunidad, se hayan quedado como ""analistas"" y periodistas en Guatemala, comentando temas nacionales. Es la nueva conquista.",qué tristeza extranjeros vinieron policías institución internacional impuesta comunidad internacional supuestamente combatir impunidad hayan quedado analistas periodistas guatemala comentando temas nacionales nueva conquista,-5.0,-0.7906,negativo,2,,tristeza | impunidad,,0,False,True,1
UgyIfQ-oDt0uVFZIq9d4AaABAg,PjmxCj-a9Hg,UCusjriFsDHEc2AOjqk-p5ig,/@pablobarrios7931,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,"Guate tambien tiene gobierno PROGRE, LOS Y LAS DIPUTADAS,  JAJAJA
CIUDADANOS Y CIUDADANAS JAJAJA
CHIQUILLOS Y CHIQUILLOS JAJAJA
Los gobiernos PROGRES son los que estan llevando  a la ruina auchoa paises,  principalmente en occidente.  
Estos PROGRESS que se pongan a trabajar de manera mas activa por el Pais y no solo bla bla bla.   Se nesesita tomar.accion YA y no bla bla bla.",guate gobierno progre diputadas jajaja ciudadanos ciudadanas jajaja chiquillos chiquillos jajaja gobiernos progres estan llevando ruina auchoa paises principalmente occidente estos progress pongan trabajar manera activa pais solo bla bla bla nesesita tomar accion bla bla bla,3.9,0.7096,positivo,3,jajaja | jajaja | jajaja,,,0,False,True,2
UgyIteBIiYe7DjUN3554AaABAg,ndAZjHqzzT8,UCVC2QugcI1G4RvlCiUqd1aQ,/@rwdm76,Internet: escoger el menos malo,Quorum,News & Politics,EXCELENTE,excelente,3.9,0.7096,positivo,1,excelente,,,0,False,True,3
UgyJ7QRY-X3DsJC-t-p4AaABAg,lj983NWyAQY,UC5fvhAfm89JH8eDFdvc0xYw,/@isaidiaz2388,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,News & Politics,Guate es Classic 👍💯,guate classic,4.0,0.7184,positivo,0,,,👍💯,0,False,True,0
UgyJnStLEHxVNbAfd0p4AaABAg,PjmxCj-a9Hg,UCAV7QIjYhbDJaycQycM_0eQ,/@mariavail8998,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,No dejen que nuestros hermanos Guatemalatecos qué esten encerrados en esse lugar pir favor 🙏 Autoridades sun  nuestros prójimos gracias señores 🙏 🙌 👏,dejen nuestros hermanos guatemalatecos qué esten encerrados esse lugar pir favor autoridades sun nuestros prójimos gracias señores,9.5,0.926,positivo,1,gracias,,🙏🙏🙌👏,0,False,True,2
UgyMRj1sNq6Xkrqepst4AaABAg,n8iP75gIpmw,UC3E9mAgP7VoAE5mZoAexl5g,/@EnnioAroche,Qué rico come tu diputado,Quorum,News & Politics,"Son realmente estos diputados unos aprovechados, mientras los jubilados del igss  ,algunos reciben 300.00 quetzales al mes y no los an apoyado.",realmente estos diputados aprovechados mientras jubilados igss algunos reciben quetzales mes an apoyado,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgyN-BmjI1Qyr5moi-x4AaABAg,n8iP75gIpmw,UCB5p8a5gklc80jJItP6xTHg,/@ernestogamboa8737,Qué rico come tu diputado,Quorum,News & Politics,"Aunqué contradiga, ellos están acostumbrados a hacer esto, comiendo a costillas del pueblo,",aunqué contradiga están acostumbrados hacer comiendo costillas pueblo,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgyNuIQ1W1M3g8ut6314AaABAg,6W4u8sGEnGM,UC1NiEdJ7gk6FlDexIalWnGg,/@BorisTebal%C3%A1n,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,"Las verdad si ya es un hecho si el presidente se merece mucho respeto porque está haciendo en tristes 4 años ese proyecto.
MIENTRAS LOS CORRUPTOS HDP SOLO SE HAN HUEVIADO LAS MILLONADAS DE DINERO EN MAS DE 60 AÑOS NO HICIERON
 NI PURA MIERDA. 😡
Pero la gente burra aun así pienso que vamos a regresar con los corruptos hdpm a ser gobernados. 
ESPERO EQUIVOCARME",verdad hecho presidente merece mucho respeto está haciendo tristes años proyecto mientras corruptos hdp solo hueviado millonadas dinero años hicieron ni pura mierda gente burra aun así pienso vamos regresar corruptos hdpm gobernados espero equivocarme,-7.95,-0.899,negativo,3,respeto,corruptos | corruptos,😡,0,False,True,2
UgyOyo4VyMiMOhqOkGd4AaABAg,yLZS3JiEBg8,UCdQAuWwyC99MB7Y02Umj26Q,/@miguelbran1268,Arroz con pollo a la MONOPOLIO,Quorum,News & Politics,"Y todo se resume en la letra pequeña, suena bonito pero no es así de fácil, vos crees realmente que Dionisio va a estar de acuerdo con dejar que otros vendan pollo y huevos, lo siento mucho pero tenes que detallar más en la letra pequeña.
Dionisio nunca va a dejar que eso pase, y si el está de acuerdo entonces perdemos los consumidores. El león no es como lo pintan.",resume letra pequeña suena bonito así fácil vos crees realmente dionisio estar acuerdo dejar otros vendan pollo huevos siento mucho tenes detallar más letra pequeña dionisio nunca dejar pase está acuerdo entonces perdemos consumidores león pintan,4.0,0.7184,positivo,3,bonito | acuerdo | acuerdo,,,0,False,True,3
UgyPm-2rnRLPav43Bt14AaABAg,TT4qJ5FXHYE,UCtowGNY2lnlg6O2CkwDgkLg,/@taniagabrielacelis8434,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,News & Politics,"¡Aplaudo y celebro su iniciativa! Desde Puebla, me enorgullece conocer un grupo femenino de Ulama 😊❤️.",aplaudo celebro iniciativa puebla enorgullece conocer grupo femenino ulama,7.29,0.8831,positivo,1,celebro,,😊❤,0,False,True,0
UgyQQbXS_Q_JYcSefap4AaABAg,OkXlHx0hx-8,UCp_dAUfv8i3LW3zWc24dLaQ,/@MarioCortez-o6v,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,News & Politics,Regresaron sin nada 😂😂,regresaron nada,2.0,0.4588,positivo,0,,,😂😂,0,False,True,0
UgyQxncw9dtHgZFgp014AaABAg,UhL9y3KUl8E,UC_NRVt2UP88ZNTwzrZ66JSg,/@aditalissethevasquezrojas8039,SHAI WA: la vecina queer de Casa Presidencial,Quorum,News & Politics,"Gracias por este video, que importante conocer este tipo de espacios.",gracias video importante conocer tipo espacios,2.0,0.4588,positivo,1,gracias,,,0,False,True,0
UgyRmKHMG-ygpot6nY14AaABAg,j43HgwYFKfk,UCylqlpsh8ENNM1LqgQ1KbxA,/@Jel.Awesh.M,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"Triste la realidad de la USAC, y buen video, ojalá saque más frecuentemente.",triste realidad usac buen video ojalá saque más frecuentemente,0.5,0.128,positivo,3,buen | ojalá,triste,,0,False,True,1
UgyS31-ujtXB5VmjBRV4AaABAg,j43HgwYFKfk,UCRvPToDkkumha7WJAfCDk1A,/@ligiaguerra3057,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,Que asco,asco,-2.5,-0.5423,negativo,1,,asco,,0,False,True,1
UgySlQlmZmrLAq5JsLx4AaABAg,PjmxCj-a9Hg,UCPZueDLrCS4BmTBRMA4q0fA,/@kevinochoa3695,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,"Bienvenido el tren maya 🎉 como hay ineptos que se oponen a esta gran colaboración estamos hablando de desarrollo para nuestra frontera, desarrollo para el país en general acaso no saben cuantos turistas genera al año? imagínense de aquí a 10 años ya con el tren maya y todo nuestro país conectado logísticamente con trenes",bienvenido tren maya ineptos oponen gran colaboración estamos hablando desarrollo nuestra frontera desarrollo país general acaso saben cuantos turistas genera año imagínense aquí años tren maya nuestro país conectado logísticamente trenes,2.5,0.5423,positivo,0,,,🎉,0,False,True,2
UgySlQlmZmrLAq5JsLx4AaABAg.ALh5XYlqNufALhOuUP3UYB,PjmxCj-a9Hg,UC7IMsCxfZyWN7YQo8-JYa6Q,/@Burgos68,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,"Me agrado lo que usted a dicho, es cierto hay muchas personas que no piensan en el desarrollo mutuo y en el lugar de hacer comentarios de felicitaciones al Gobierno por éste desarrollo solidario,  se ponen hablar estupideces.",agrado usted dicho cierto muchas personas piensan desarrollo mutuo lugar hacer comentarios felicitaciones gobierno éste desarrollo solidario ponen hablar estupideces,2.5,0.5423,positivo,1,felicitaciones,,,0,False,True,2
UgySttznhywvGXZyF-N4AaABAg,lj983NWyAQY,UCHMQ_lDhibZ-XZ_3fo6oxwg,/@crislexrubi4387,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,News & Politics,Muy bello Guatemala. Saludos desde Honduras,bello guatemala saludos honduras,1.175,0.2903,positivo,1,saludos,,,0,False,True,0
UgyVLVHQ4zNBKTTDxtp4AaABAg,n8iP75gIpmw,UCpsKOkt5iWTbenzeuq7dsmQ,/@inge_vergueta,Qué rico come tu diputado,Quorum,News & Politics,Que se podía esperar de ese diputado que estuvo con Manuel Baldizon es otro delincuente. La gente tiene que aprender a votar por el congreso también porque solo meten lacras en el congreso 😷😷,podía esperar diputado estuvo manuel baldizon otro delincuente gente aprender votar congreso también solo meten lacras congreso,-3.5,-0.6705,negativo,2,aprender,delincuente,😷😷,0,False,True,1
UgyWzgDknElvfn9oFJZ4AaABAg,j43HgwYFKfk,UC7dadZG7kkGYnsNu6td0FbA,/@lesolorzano,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,Nubes negras sobre el CSU. Empieza a oler a democracia.,nubes negras csu empieza oler democracia,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
