comment_id,video_id,author_channel_id,author_handle,titulo_video,canal,categoria_video,texto_original,texto_limpio,puntaje_bruto,sentimiento,categoria_sentimiento,terminos_lexico,terminos_positivos,terminos_negativos,emojis_valorados,negaciones_aplicadas,texto_vacio,cobertura_lexica,comunidad_id
Ugw-J65a1iYL9hqhELh4AaABAg,j43HgwYFKfk,UCdFlugHJJa4l3YqWuNRmvXw,/@MarcosCarillo-b1r,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,Ese corrupto amigo de la vieja fiscal los tengo que verbose en la carcel,corrupto amigo vieja fiscal tengo verbose carcel,-3.0,-0.6124,negativo,1,,corrupto,,0,False,True,1
Ugw-ZT9t9wU2V-tCaUZ4AaABAg,06mFNPU0aB8,UCvl1tzQeBeGy6efPTRJXSCw,/@RaulPerez-cw2vi,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics,"Están jóvenes porque no buscan un trabajo,  tuvieron suerte que no hay policías que le gusta del otro vando , por ir vestido de mujer se los hubieran ensamblado la maquinaria.",están jóvenes buscan trabajo tuvieron suerte policías gusta otro vando ir vestido mujer hubieran ensamblado maquinaria,1.5,0.3612,positivo,1,gusta,,,0,False,True,2
Ugw0xaOb2CYXXoudtwJ4AaABAg,j43HgwYFKfk,UCRAquv8el-tQ30bN7MlmySQ,/@iamjimalesssa,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"Me dejaron con ganas de demandar la ilegalidad de las reuniones virtuales, esto no es una maquila",dejaron ganas demandar ilegalidad reuniones virtuales maquila,-2.0,-0.4588,negativo,1,,ilegalidad,,0,False,True,1
Ugw0xgUc2ISpBr5_T654AaABAg,j43HgwYFKfk,UCkbsS_3D-pvg1iHOld9uvIg,/@gonzalo6075,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,Veremos a este mafioso de Mazariegos en la cárcel y un buen tiempo en la sombra.,veremos mafioso mazariegos cárcel buen tiempo sombra,-1.0,-0.25,negativo,2,buen,mafioso,,0,False,True,1
Ugw1ZzA21njWhaqQQTh4AaABAg,OkXlHx0hx-8,UCOLHH4ZpMxPYF-Q6e6wvn5A,/@luisroldan7374,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,News & Politics,"eso es para que salga de USA por su propio pie 
que se auto deporten",salga usa propio pie auto deporten,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,0
Ugw1ZzA21njWhaqQQTh4AaABAg.Aa9Tf29tBouAaB_XZQglTL,OkXlHx0hx-8,UCi2KiZq63sRq8Mfbcp-MelQ,/@eugeneramirez4405,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,News & Politics,Imagine if they had to walk back home.,imagine if they had to walk back home,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,0
Ugw2014OIYf336oytFt4AaABAg,yLZS3JiEBg8,UCXl30Y_upRqbti52fmjK4YA,/@capitanfrans,Arroz con pollo a la MONOPOLIO,Quorum,News & Politics,buenísima investigacion :hand-purple-blue-peace::hand-purple-blue-peace::hand-purple-blue-peace:,buenísima investigacion hand purple blue peace hand purple blue peace hand purple blue peace,7.0,0.875,positivo,1,buenísima,,:hand-purple-blue-peace::hand-purple-blue-peace::hand-purple-blue-peace:,0,False,True,3
Ugw2bSVOoNn2pc8ZcUl4AaABAg,n8iP75gIpmw,UCRelkU8JiZBytTzebJxaa-w,/@danyraymundo2942,Qué rico come tu diputado,Quorum,News & Politics,"Lleven su lonchera, sacrifiquense un poco. Y reintevren ese dinero. O están robando.",lleven lonchera sacrifiquense reintevren dinero están robando,-3.0,-0.6124,negativo,1,,robando,,0,False,True,1
Ugw3gnUvLp6AqO0_odt4AaABAg,lj983NWyAQY,UCgLurCo-e019HGODcjXHWCw,/@perritojuega1,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,News & Politics,Viva Guatemala 🇬🇹🇬🇹🇬🇹🥳🥳🥳,viva guatemala,9.5,0.926,positivo,1,viva,,🥳🥳🥳,0,False,True,0
Ugw4C1ijI36l6LAiSZh4AaABAg,n8iP75gIpmw,UCDIMztpVm7G27qBuiWuT6oQ,/@lizardomorataya8274,Qué rico come tu diputado,Quorum,News & Politics,LADRONES !!!!,ladrones,-4.77,-0.7763,negativo,1,,ladrones,,0,False,True,1
Ugw4St_YnT9_Ya5xSPt4AaABAg,ndAZjHqzzT8,UCZOmq6MwFDVoCaEl99BRRaw,/@daniloarevalo3170,Internet: escoger el menos malo,Quorum,News & Politics,"Otro pequeño truco es que tenés un plan mensual de Gb y redes ilimitadas y luego te mandan mensaje que consumiste el 95% de tu plan y ahi viene el caos verificas el consumo de tus datos y solo has utilizado redes, con un mínimo de internet y por ende hay que hacer una recarga adicional,,, porque vas a averiguar y solo te dicen que sí consumiste tus datos y ya,,,,a recargar,,un negoció redondo para ambas empresas 🤮🤮😠😠💵💵",otro pequeño truco tenés plan mensual gb redes ilimitadas luego mandan mensaje consumiste plan ahi viene caos verificas consumo tus datos solo has utilizado redes mínimo internet ende hacer recarga adicional vas averiguar solo dicen sí consumiste tus datos recargar negoció redondo ambas empresas,-13.0,-0.9584,negativo,1,,caos,🤮🤮😠😠,0,False,True,3
Ugw4ccnmIWJaE6VNRWN4AaABAg,6W4u8sGEnGM,UCFybmWapGvBKcQod7cPPH9w,/@vitalianochavez8382,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,Que bien que cambio de nombre,cambio nombre,1.5,0.3612,positivo,1,bien,,,0,False,True,2
Ugw5E402-fn52PLXFIJ4AaABAg,n8iP75gIpmw,UCh5ESQvtzyHDhCA7XyekCFA,/@andyB5280,Qué rico come tu diputado,Quorum,News & Politics,Tiene un poquito de oro y no habla como resolver los problemas .,poquito oro habla resolver problemas,-1.0,-0.25,negativo,1,,problemas,,0,False,True,1
Ugw5URsiAF9QVoniY-l4AaABAg,n8iP75gIpmw,UCWIZUtKJ636y-4TYrNvok0g,/@cesarandreas7824,Qué rico come tu diputado,Quorum,News & Politics,"Si a los diputados no les alcanza el sueldo que se busquen otro trabajo,  ya sea de los departamentos o de la capital.",diputados alcanza sueldo busquen otro trabajo sea departamentos capital,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
Ugw5xMAuDaygo77ynI94AaABAg,n8iP75gIpmw,UCzoL2l5H5eVlorWGH8AZfAg,/@jor77cas,Qué rico come tu diputado,Quorum,News & Politics,"Lamentable son las EXCUSAS,  reclama que porque no se ve el trabajo que realizan, sueldon para que se costeen sus propios alimentos, pero tienen que ir a restaurantes de lujo y el PUEBLO luchando para llevar un pan a su mesa, muchos ni a eso llegan  ...",lamentable excusas reclama ve trabajo realizan sueldon costeen propios alimentos tienen ir restaurantes lujo pueblo luchando llevar pan mesa muchos ni llegan,-4.95,-0.7876,negativo,3,,lamentable | excusas | reclama,,0,False,True,1
Ugw6cfXYfV4H-asKlDR4AaABAg,TT4qJ5FXHYE,UCKVzDUqbtdSMBcexaEtMmzQ,/@rotorairgroup8409,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,News & Politics,No se ve un deporte dinamico ni entretenido. El trasfondo de este juego era bastante macabro y refleja la oscuridad de las culturas pre colombinas en America. No le encuentro sentido a recrear algo tan negativo y arcaico.,ve deporte dinamico ni entretenido trasfondo juego bastante macabro refleja oscuridad culturas pre colombinas america encuentro sentido recrear tan negativo arcaico,-4.11,-0.7278,negativo,2,,entretenido | macabro,,1,False,True,0
Ugw74asIfir0_SVC6OB4AaABAg,j43HgwYFKfk,UCNpt5CQlTzNjlAKY6CJtClQ,/@eustaquiogomez9975,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,Denle golpe universitario (de estado). Lo puede hacer el CSU?,denle golpe universitario estado puede hacer csu,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
Ugw86zOgTwKzYotlT9l4AaABAg,n8iP75gIpmw,UCut6b9S98nv84cVX89PmKzA,/@yeniferaguirre4498,Qué rico come tu diputado,Quorum,News & Politics,Y el pueblo muriéndose de hambre muchas madres de familia ganando 50 quetzales al día y en algunos departamentos solo ganan 30 te voy a dar mención una aldea llamada el jabalí 30 quetzales al día gana algunas personas ganan 300 quetzales a la semana fiestas sanguijuelas se los comieron en un almuerzo,pueblo muriéndose hambre muchas madres familia ganando quetzales día algunos departamentos solo ganan voy dar mención aldea llamada jabalí quetzales día gana algunas personas ganan quetzales semana fiestas sanguijuelas comieron almuerzo,-4.0,-0.7184,negativo,2,,muriéndose | hambre,,0,False,True,1
Ugw8iZ_G2Cwq-9ZYctt4AaABAg,j43HgwYFKfk,UCQyOePccUP-fIJYzchAgZYw,/@aguilar4254,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"Pues son muchos los alumnos hay que unirse se han quedado con la pata del Walter en el cuello, fuera hay que sacarlos",pues muchos alumnos unirse quedado pata walter cuello fuera sacarlos,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
Ugw8pyxscJNUQpfoKuF4AaABAg,n8iP75gIpmw,UCOLGv5Pf6BF2wFcwUzgcvHg,/@welfrealdana5559,Qué rico come tu diputado,Quorum,News & Politics,Todos lis que trabajan en la capital pagamos apartamento y no tenemos carro y gasolina gratis,todos lis trabajan capital pagamos apartamento tenemos carro gasolina gratis,1.0,0.25,positivo,1,gratis,,,0,False,True,1
Ugw9_Qw_QaSdggWuKJt4AaABAg,06mFNPU0aB8,UCAxvOOHQk7dYPOajzFEVtbA,/@ruddydepaz322,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics,Las dos se ubieran vestido de rosita con tacones y medias.Dia y noche no les ba faltar de todos calibres .delen una bolsa de pintalabios también .,ubieran vestido rosita tacones medias dia noche ba faltar todos calibres delen bolsa pintalabios también,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
Ugw9eye2GML6RHRSu-14AaABAg,n8iP75gIpmw,UCQ_-LPP8JAbfkc-b1Q6NvWw,/@MegaKristenstewart,Qué rico come tu diputado,Quorum,News & Politics,La gente muriendose de hambre y esos ladrones comiendo de maravilla que verguenza...,gente muriendose hambre esos ladrones comiendo maravilla verguenza,-9.0,-0.9186,negativo,4,,muriendose | hambre | ladrones | verguenza,,0,False,True,1
UgwA5aTmgACLCuTUT494AaABAg,lj983NWyAQY,UCXmrpc6Li0spcKxtS0Q_ptg,/@melvinperez6710,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,News & Politics,Guatemala nunca se tube que llamar guatemala dino guatebella guatehermosa guatelinda la eterna primavera es guatebella abrazos hnos de un salvadoreno que viva el amor y la armonia,guatemala nunca tube llamar guatemala dino guatebella guatehermosa guatelinda eterna primavera guatebella abrazos hnos salvadoreno viva amor armonia,5.0,0.7906,positivo,2,viva | amor,,,0,False,True,0
UgwARHTnVAzzPrHbNox4AaABAg,n8iP75gIpmw,UCZ51R_9Q9C0c8I3pAWhtmjQ,/@belvettzapeta1251,Qué rico come tu diputado,Quorum,News & Politics,Me parece excelente esta entrevista,parece excelente entrevista,3.0,0.6124,positivo,1,excelente,,,0,False,True,1
UgwBIwUPLGxEWAu3Mh14AaABAg,X_FAIef8qlE,UCPLW0HE3siElqCgXfgWxMqg,/@elizabethmonterroso7719,Cruzando la ciudad a puro Transmetro,Quorum,News & Politics,"¿Como se subscribe uno al boletín informativo? 
Yo intenté desde la pagina web pero  los teléfonos que tienen colocados  dice telgua que no existen. Y WhatsApp igual dice que ese teléfono no existe.",subscribe boletín informativo intenté pagina web teléfonos tienen colocados dice telgua existen whatsapp igual dice teléfono existe,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,0
UgwCW5PErySUmwse3bZ4AaABAg,OkXlHx0hx-8,UCxhtlxPV8AYWaNNyU6S9H8Q,/@WilR-s8r,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,News & Politics,Pero hay que ver el lado bueno si los deportan por la Frontera los carteles los secuestran para sacar dinero a los familiares en USA,ver lado bueno deportan frontera carteles secuestran sacar dinero familiares usa,2.0,0.4588,positivo,1,bueno,,,0,False,True,0
UgwCfRlzeiXz172UQQV4AaABAg,yLZS3JiEBg8,UCvcu1kR8xMYy_I1Ty-2mV2Q,/@hashojea7348,Arroz con pollo a la MONOPOLIO,Quorum,News & Politics,"Este video debe llegar a muchas personas, es muy buena información",video debe llegar muchas personas buena información,2.7,0.5719,positivo,1,buena,,,0,False,True,3
UgwCw9bhAw6suYQfCWx4AaABAg,j43HgwYFKfk,UCaKAjTW9MVub_clgr4DRYjQ,/@josecastillo4390,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,Qué lujooo de contenidooooo 🔥,qué lujooo contenidooooo,1.5,0.3612,positivo,0,,,🔥,0,False,True,1
UgwEOUk-ofXNqkHW5Cx4AaABAg,n8iP75gIpmw,UCxff05WuyvwELNITi7bj7UA,/@markoherrera,Qué rico come tu diputado,Quorum,News & Politics,"Desde que dijo que qué hacían los periodistas por el país lo deje de escuchar, no me quiero picar el hígado",dijo qué hacían periodistas país deje escuchar quiero picar hígado,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgwEQHx8Ik7SbxBTQ914AaABAg,n8iP75gIpmw,UCZLG9qH0tUjNhEGFIUt0CYw,/@SoniaMarroquin-y6e,Qué rico come tu diputado,Quorum,News & Politics,Otros nuevos corruptos,otros nuevos corruptos,-3.0,-0.6124,negativo,1,,corruptos,,0,False,True,1
UgwEjfj5ueeimHg-Hbt4AaABAg,j43HgwYFKfk,UCwgCc9Jd_gG-uLE_SY-FfPg,/@armindapenados2841,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,¡¡¡La USAC NO tiene rector sólo un usurpador!!!,usac rector sólo usurpador,-3.37,-0.6564,negativo,1,,usurpador,,0,False,True,1
UgwG3XiEgFlHKtrtTqd4AaABAg,n8iP75gIpmw,UCXSkL3ejZ8qWYyF_M7s_QKA,/@JacintaTzoy,Qué rico come tu diputado,Quorum,News & Politics,"Entoces las mismas 💩😡 Junta Directiva haciéndose de las suyas con el dinero del Estado. Ya basta de tanto robo, barriles sin fondos..💩😡",entoces mismas junta directiva haciéndose suyas dinero estado basta tanto robo barriles fondos,-15.6,-0.9705,negativo,1,,robo,💩😡💩😡,0,False,True,1
UgwGm1V-_GN1ZPcijdl4AaABAg,n8iP75gIpmw,UChs3tU2BcKOT0CezykvAsGw,/@byronpontaza,Qué rico come tu diputado,Quorum,News & Politics,"Eso es lo que yo no entiendo de los periodistas, porque ahora atacan con tanto entusiasmo estas cosas, en el gobierno anterior estuvieron callados, o en ese tiempo también ellos recibían sus pagos",entiendo periodistas ahora atacan tanto entusiasmo estas cosas gobierno anterior estuvieron callados tiempo también recibían pagos,-1.5,-0.3612,negativo,1,,atacan,,0,False,True,1
UgwHY5LtTiQ0lBONp8N4AaABAg,n8iP75gIpmw,UC6PvO1_k5lHKGdAPo5_C6TA,/@johnmejia992,Qué rico come tu diputado,Quorum,News & Politics,"Tanto mierda este programa... tiene razón pero 
Y porque no le tira así a los corruptos",tanto mierda programa razón tira así corruptos,-3.0,-0.6124,negativo,1,,corruptos,,0,False,True,1
UgwIB06iEQnFOFLc9et4AaABAg,6W4u8sGEnGM,UCwxoKK59nGCeBqB2sXfDBIw,/@vic-bonivideos,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,"Indignante COMO EXISTEN unos GUATEMALTECOS ESTÚPIDOS , los PROYECTOS, SON PROYECTOS DE ESTADOS no de PARTIDOS POLÍTICOS, lo que hubiera estado HACIENDO EL ZURDO PRESIDENTE era INAURANDO su CONSTRUCCIÓN no reempezar lo que hace 3 años empezó así como el el puente Roosevelt no tuvo ningún cambio fue lo que ya estaba expuesto, lo que sucede que siempre llega otro delincuente y quiere su mordida ese PROSUPUESTO YA ESTABA ECHO ..",indignante existen guatemaltecos estúpidos proyectos proyectos estados partidos políticos hubiera estado haciendo zurdo presidente inaurando construcción reempezar hace años empezó así puente roosevelt tuvo ningún cambio estaba expuesto sucede siempre llega otro delincuente quiere mordida prosupuesto estaba echo,-4.5,-0.7579,negativo,2,,indignante | delincuente,,0,False,True,2
UgwIB06iEQnFOFLc9et4AaABAg.Aa-0m2jDJt2Aa42DVzs9Zy,6W4u8sGEnGM,UCWaRixDdpgllTBf4V0jPnKQ,/@hectormaaz5523,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,Tantos.que empezaron y no llegaron ni siquiera a la mitad puentes donde no hay Rio para robar el dinero y este presidente llegó para hacer algo diferente y eso que no vote por el pues tampoco he cotado por los corruptos pero a este presente si votaría por el si fuera posible,tantos empezaron llegaron ni siquiera mitad puentes rio robar dinero presidente llegó hacer diferente vote pues tampoco he cotado corruptos presente votaría fuera posible,-6.0,-0.8402,negativo,2,,robar | corruptos,,0,False,True,2
UgwIBBqN6fh6MURkwkN4AaABAg,j43HgwYFKfk,UCkVtmkK07b2zaVVNssX4lOg,/@HectorElias-u2l,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"Mucha importancia le dan a éste ladrón maldito,",mucha importancia dan éste ladrón maldito,-3.0,-0.6124,negativo,1,,ladrón,,0,False,True,1
UgwIiqrp6EYNoFmnBAR4AaABAg,n8iP75gIpmw,UCN6qbfPSzFtjhqUDZ3Cv3CQ,/@carlosmedranovelasquez6380,Qué rico come tu diputado,Quorum,News & Politics,"O sea que si es válido que se den sus gustos con el dinero de los guatemaltecos, es una sinverguenzada, para eso tienen jugosos salarios no le roben al pueblo",sea válido den gustos dinero guatemaltecos sinverguenzada tienen jugosos salarios roben pueblo,-2.5,-0.5423,negativo,1,,sinverguenzada,,0,False,True,1
UgwIlv8gtF3WKYfHSJJ4AaABAg,j43HgwYFKfk,UC95PSMouTx2N5CbSq0hIyrQ,/@lisss1908,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,😮,,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgwJ4UehO5E4j0niJU14AaABAg,n8iP75gIpmw,UCueV9cTyTDwgQSec1x2dYgA,/@fredydomingo7062,Qué rico come tu diputado,Quorum,News & Politics,😂😂😂😂solo pajas😅😅que político gasta su dinero por el país,solo pajas político gasta dinero país,5.0,0.7906,positivo,0,,,😂😂😂😂😅😅,0,False,True,1
UgwJMFYT7I9czw_oa0V4AaABAg,n8iP75gIpmw,UC5H8ASmMC9WrURmzeB4ySog,/@ManuelEdran,Qué rico come tu diputado,Quorum,News & Politics,No es el tema centrese y aclare...,tema centrese aclare,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgwJN55EmMcKPRb_AfB4AaABAg,n8iP75gIpmw,UCHhHUjaMAZ8SiXdCUCj9DkQ,/@fredymendez1786,Qué rico come tu diputado,Quorum,News & Politics,hay cosas que yo no entiendo de Guatemala que a mi suena ilogico. Dandole almuerzos gratis a funcionarios publico? a poco no es suficiente con todos los robos que hacen aparte de los salarios incontables que tienen. Porque no crean un fondo mas para las escuelas para que los niños desnutridos que seria de gran ayuda para los padres.,cosas entiendo guatemala suena ilogico dandole almuerzos gratis funcionarios publico suficiente todos robos hacen aparte salarios incontables tienen crean fondo escuelas niños desnutridos seria gran ayuda padres,-2.0,-0.4588,negativo,2,gratis,robos,,0,False,True,1
UgwKjHT5lyjLiqR9ym94AaABAg,n8iP75gIpmw,UCgvw7xIdGFupzpt1Y_BFkEA,/@fredygarcia9151,Qué rico come tu diputado,Quorum,News & Politics,Si hacen algo bueno para guate es por eso que se les paga.,hacen bueno guate paga,1.6,0.3818,positivo,1,bueno,,,0,False,True,1
UgwL_UlN82zRUeNgVDh4AaABAg,j43HgwYFKfk,UCeDNEtI8_a42bZ47wJiJMwQ,/@EdgarcalderonCalderong,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,SECUESTRADOR DE LA U DE SAN CARLOS,secuestrador san carlos,-3.9,-0.7096,negativo,1,,secuestrador,,0,False,True,1
UgwMfCTNaiukOxMqfON4AaABAg,6W4u8sGEnGM,UCiOZX__1gahg1ypIj0_XG_w,/@mariogonzalezorellana8956,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,Pero ya enseña,enseña,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
UgwNvErOoJ_qRYF6TB94AaABAg,j43HgwYFKfk,UCqCrvuoJpC-aVb0f4logQRQ,/@Lyrics_GT,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"Es una buena universidad, ahí estudio mi hermano, sin embargo es una universidad manchada por los malditos rojos, los asquerosos Comunistas que salen a manifestar en la huelga.",buena universidad ahí estudio hermano embargo universidad manchada malditos rojos asquerosos comunistas salen manifestar huelga,2.0,0.4588,positivo,1,buena,,,0,False,True,1
UgwO8kzHC551ofxNYCV4AaABAg,TT4qJ5FXHYE,UCld2stqxaVSk0QdGncM224A,/@sarahernandez3873,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,News & Politics,¡Que excelente iniciativa y equipo de emprendimeitno por rescatar las tradiciones de Guatemala! Esperamos que puedan seguir avanzando y que este juego se vuelva algo mucho más popular entre las nuevas generaciones. ¡Bravo!,excelente iniciativa equipo emprendimeitno rescatar tradiciones guatemala esperamos puedan seguir avanzando juego vuelva mucho más popular nuevas generaciones bravo,4.08,0.7253,positivo,2,excelente | esperamos,,,0,False,True,0
UgwPCZZx2gI444cg2AV4AaABAg,n8iP75gIpmw,UCpIdtvoFHVLGASGB5ySqIEA,/@VidalVillatoro-p4w,Qué rico come tu diputado,Quorum,News & Politics,Este diputado no deja  hablar a los periodistas  y trata de confundir a la población con sus respuestas justificando las armadas que se da con el dinero del pu3blo,diputado deja hablar periodistas trata confundir población respuestas justificando armadas da dinero pu3blo,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgwRLgDGrh-_TEVNOYh4AaABAg,OkXlHx0hx-8,UCtiHFjFu7d5v2XxHnKFUYig,/@Paul-gf7ec,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,News & Politics,También hay personas que se hacen pasar por mexicanos para que los deporté a México y regresar más rápido a Usa,también personas hacen pasar mexicanos deporté méxico regresar más rápido usa,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,0
UgwSDn5aIUEZwOlx9c94AaABAg,zweosulrwA8,UCQM2tCKRRytVDRxNUfCDqQQ,/@elioelias7267,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,Quorum,Nonprofits & Activism,❤🎉,,5.5,0.8176,positivo,0,,,❤🎉,0,False,True,0
UgwSt406Q1HWBWCewI14AaABAg,6W4u8sGEnGM,UCWvntqPQx99k_Z_skWKqNSA,/@AntonioChiyal-x5s,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,5 anos mas precidente,anos precidente,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,2
UgwSt406Q1HWBWCewI14AaABAg.Aa-KmSVE5UgAa-M7iXQwik,6W4u8sGEnGM,UCoGdCoJg2Lh0OX_jv6cG16g,/@Israel-u5i7i,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,Ojalá se pudiera,ojalá pudiera,0.5,0.128,positivo,1,ojalá,,,0,False,True,2
UgwTyYcT2aNvGA5DK4J4AaABAg,n8iP75gIpmw,UChgkn5Jt5tWKYMoEOuCjz3Q,/@pablochitay46,Qué rico come tu diputado,Quorum,News & Politics,Por primera vez deacuerdo con pedro.,primera vez deacuerdo pedro,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgwUZL4XYbr2lbEi1r94AaABAg,j43HgwYFKfk,UCiC-Jn7wdgyQV4_Urk0DkWQ,/@pedroros6358,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics,"En julio de 2022 al haber asumido como Rector de Facto, eligieron a Héctor Hugo Pérez Aguilera como representante Titular de la USAC ante la Corte de Constitucionalidad.",julio haber asumido rector facto eligieron héctor hugo pérez aguilera representante titular usac corte constitucionalidad,0.0,0.0,sin cobertura léxica,0,,,,0,False,False,1
UgwXm2HjtCzRKiDHflJ4AaABAg,JkpVO1hx2f8,UCQIdKuZ-OzuFqy0KjGrgesg,/@lyacausa,10 Preguntas a un año del Paro Nacional,Quorum,News & Politics,Guatemala solo cambia de dictadura cada 4 años,guatemala solo cambia dictadura años,-2.5,-0.5423,negativo,1,,dictadura,,0,False,True,0
UgwY0wdDJRzHsTCnLbN4AaABAg,n8iP75gIpmw,UCXr8_5WtGeipe4haOoQDgyQ,/@amyherrera7352,Qué rico come tu diputado,Quorum,News & Politics,"Ala! Que tipo necio y descarado!  Hipócrita!
Comen y después hablan de desnutrición! Que colmo!
Gracias por cumplir con el mandato periodístico!",ala tipo necio descarado hipócrita comen después hablan desnutrición colmo gracias cumplir mandato periodístico,-6.37,-0.8545,negativo,5,gracias,descarado | hipócrita | desnutrición | colmo,,0,False,True,1
UgwY2FW-3sBGV2CGxaJ4AaABAg,06mFNPU0aB8,UC_3xuTXvMIWU5MYP9HkJ3vQ,/@Historia-wm4os,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics,Excelente trabajo señores agentes que Dios me los cuide mucho,excelente trabajo señores agentes dios cuide mucho,3.0,0.6124,positivo,1,excelente,,,0,False,True,2
UgwYTL5-XYvmQxsC3Bt4AaABAg,n8iP75gIpmw,UCFjudnPLoaSL1BaRuLahyHg,/@HaroldoCastillo-rh9iw,Qué rico come tu diputado,Quorum,News & Politics,"Estos siempre andan viendo como comen del pueblo. Si no les basta el sueldo, busquen otro trabajo y por qué lugares tan caros, porque no es su dinero...",estos siempre andan viendo comen pueblo basta sueldo busquen otro trabajo qué lugares tan caros dinero,-1.25,-0.3071,negativo,1,,caros,,0,False,True,1
UgwYaHf9EYIl5Pf-y514AaABAg,n8iP75gIpmw,UC-pNP6RMFuLg_-x7Ah_0kEA,/@almacatalan2717,Qué rico come tu diputado,Quorum,News & Politics,"Bien mentirosito ese diputado Nery Rodas, si tanto quiere a Guatemala que ellos paguen su almuerzo, porque el pueblo?",mentirosito diputado nery rodas tanto quiere guatemala paguen almuerzo pueblo,1.5,0.3612,positivo,1,bien,,,0,False,True,1
UgwZw9X6DpxCIJ6YkXZ4AaABAg,PjmxCj-a9Hg,UC1Y7x3h0c95Z8kUhi-Tzaeg,/@rosadiaz9235,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,Siii por tanta corrupción;; ay mucha muerte como en colombia ;; y en Guatemala;; todo porque no ay personas con un corazón;; dispuesto a cuidar del país y sacar adelante;;;,siii tanta corrupción ay mucha muerte colombia guatemala ay personas corazón dispuesto cuidar país sacar adelante,-4.7,-0.7717,negativo,3,adelante,corrupción | muerte,,0,False,True,2
Ugw_g00Bv3m-cnSxhMp4AaABAg,OkXlHx0hx-8,UC1WlJfQmaIskYhP4gmWoamw,/@marthareiss5434,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,News & Politics,Que pena! Que la administración de Trump no ofrezca AMNISTÍA a los mexicanos u otros grupos de personas trabajadoras que ayudan a la mejora de este país. 😢,pena administración trump ofrezca amnistía mexicanos otros grupos personas trabajadoras ayudan mejora país,-2.29,-0.509,negativo,2,mejora,pena,😢,0,False,True,0
