node_id,node_type,label,author_channel_id,video_id,title,channel_name,category,view_count,has_observed_edge
author::UC6xI_MOaxajIWpoP8BH6E_Q,author,@jahirdiaz5862,UC6xI_MOaxajIWpoP8BH6E_Q,,,,,,True
author::UC72gBAtyb_VXQlYDcFrh6oQ,author,@osmanmorales3012,UC72gBAtyb_VXQlYDcFrh6oQ,,,,,,True
author::UC7IMsCxfZyWN7YQo8-JYa6Q,author,@Burgos68,UC7IMsCxfZyWN7YQo8-JYa6Q,,,,,,True
author::UC7VUuJr9cGh845CmTvf7TlQ,author,@LuisCastillo-oz4df,UC7VUuJr9cGh845CmTvf7TlQ,,,,,,True
author::UC7dadZG7kkGYnsNu6td0FbA,author,@lesolorzano,UC7dadZG7kkGYnsNu6td0FbA,,,,,,True
author::UC816IGbFCZinfYS1LRDaaHg,author,@ingenieroar,UC816IGbFCZinfYS1LRDaaHg,,,,,,True
author::UC8F2V63KZ4ZEay6opX2hAQw,author,@carmenr6311,UC8F2V63KZ4ZEay6opX2hAQw,,,,,,True
author::UC8G5cJONY8L9voMyBW8Eoug,author,@luisparedes-pw6qt,UC8G5cJONY8L9voMyBW8Eoug,,,,,,True
author::UC8r11yOugM2NuRfitQOxLLg,author,@cesaraugustomoralesmonroy6907,UC8r11yOugM2NuRfitQOxLLg,,,,,,True
author::UC8xlJWNHz1V_W6q3fbuQH8g,author,@NormaLópez-v7e,UC8xlJWNHz1V_W6q3fbuQH8g,,,,,,True
author::UC95PSMouTx2N5CbSq0hIyrQ,author,@lisss1908,UC95PSMouTx2N5CbSq0hIyrQ,,,,,,True
author::UC9Wp6vL5oCU37qC3Aj94WZA,author,@ManuelSanchez-b8q2z,UC9Wp6vL5oCU37qC3Aj94WZA,,,,,,True
author::UC9vMq1YF-e7C-VO0SHkbUTA,author,@ErvinLeonardoCarreraLatín,UC9vMq1YF-e7C-VO0SHkbUTA,,,,,,True
author::UC9xr9QvIcDvoZNUX5f-jaZw,author,@MariaaliciaColonmorales,UC9xr9QvIcDvoZNUX5f-jaZw,,,,,,True
author::UCA93ym2TXs_Ibyxb4Vcn-6Q,author,@oswaldosolis8728,UCA93ym2TXs_Ibyxb4Vcn-6Q,,,,,,True
author::UCAKuKvcbfnBD3kF5njNu-IA,author,@melvinlopez7096,UCAKuKvcbfnBD3kF5njNu-IA,,,,,,True
author::UCAV7QIjYhbDJaycQycM_0eQ,author,@mariavail8998,UCAV7QIjYhbDJaycQycM_0eQ,,,,,,True
author::UCAlzM_N6xBlMYmM8EBzX86Q,author,@carlossoto3252,UCAlzM_N6xBlMYmM8EBzX86Q,,,,,,True
author::UCAmtbUiIrUIhikru0ZoTFig,author,@Aura-vf6dm,UCAmtbUiIrUIhikru0ZoTFig,,,,,,True
author::UCAxvOOHQk7dYPOajzFEVtbA,author,@ruddydepaz322,UCAxvOOHQk7dYPOajzFEVtbA,,,,,,True
