comentarios_evaluados,sentimiento_medio,sentimiento_mediano,positivos,neutrales,negativos,sin_cobertura_lexica,sin_texto,cobertura_lexica,comentarios_con_emoji_valorado,comentarios_con_negacion
406,-0.0094,0.0,135,1,133,137,0,0.6626,56,22
